"Age","Height","Weight","Female","Gold","Silver","Bronze","Total","Sport","Event","Color","Symbol","FirstEvent","kfold"
38,171,60,1,0,0,0,0,"Shooting","Women's 10m Air Pistol, Women's 25m Pistol","#FF7F00",17,"Women's 10m Air Pistol",5
27,166,59,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",3
29,163,50,1,0,0,0,0,"Fencing","Women's Individual Epee, Women's Team Epee","#984EA3",16,"Women's Individual Epee",1
23,180,80,0,0,0,0,0,"Badminton","Men's Doubles","#4DAF4A",15,"Men's Doubles",3
26,164,55,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8",15,"Women's 4 x 400m Relay",2
22,175,64,1,0,0,0,0,"Athletics","Women's Long Jump","#377EB8",15,"Women's Long Jump",9
28,165,56,1,0,0,0,0,"Diving","Women's 10m Platform","#377EB8",16,"Women's 10m Platform",3
24,183,75,0,0,0,0,0,"Fencing","Men's Team Sabre","#984EA3",16,"Men's Team Sabre",8
27,191,79,0,0,0,0,0,"Athletics","Men's 200m","#377EB8",15,"Men's 200m",5
33,192,95,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",10
29,178,68,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",4
26,171,71,1,0,0,0,0,"Modern Pentathlon","Women's Modern Pentathlon","#377EB8",17,"Women's Modern Pentathlon",9
25,180,75,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8",15,"Women's 400m Hurdles",6
28,155,52,1,0,0,0,0,"Athletics","Women's High Jump","#377EB8",15,"Women's High Jump",3
23,181,93,0,0,0,0,0,"Cycling","Men's Keirin","#E41A1C",16,"Men's Keirin",4
26,172,63,1,0,0,0,0,"Athletics","Women's Pole Vault","#377EB8",15,"Women's Pole Vault",9
28,174,105,0,0,0,0,0,"Weightlifting","Men's 105kg","#FF7F00",18,"Men's 105kg",10
33,196,95,0,0,0,1,1,"Rowing","Men's Double Sculls","#4DAF4A",17,"Men's Double Sculls",3
20,184,79,1,0,0,0,0,"Athletics","Women's Hammer Throw","#377EB8",15,"Women's Hammer Throw",5
25,197,88,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",7
30,166,53,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8",18,"Women's Triathlon",4
40,168,60,1,0,0,0,0,"Cycling","Women's Cross-country","#E41A1C",16,"Women's Cross-country",8
27,210,117,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",2
24,183,85,1,0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 100m Backstroke",4
31,182,80,1,0,0,0,0,"Athletics","Women's Javelin Throw","#377EB8",15,"Women's Javelin Throw",9
24,161,55,1,0,0,0,0,"Cycling","Women's Road Race","#E41A1C",16,"Women's Road Race",3
26,196,92,0,0,1,0,1,"Swimming","Men's 100m Breaststroke","#FFFF33",17,"Men's 100m Breaststroke",7
25,173,61,1,0,0,0,0,"Athletics","Women's 4 x 100m Relay, Women's Heptathlon","#377EB8",15,"Women's 4 x 100m Relay",2
22,183,67,1,0,0,0,0,"Athletics","Women's 200m, Women's 4 x 100m Relay","#377EB8",15,"Women's 200m",4
31,180,65,1,0,0,0,0,"Tennis","Women's Doubles","#E41A1C",18,"Women's Doubles",3
24,171,64,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",10
21,171,60,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",8
18,159,61,0,0,0,0,0,"Weightlifting","Men's 62kg","#FF7F00",18,"Men's 62kg",7
30,180,85,0,0,0,0,0,"Athletics","Men's 10,000m","#377EB8",15,"Men's 10",2
24,171,54,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8",18,"Women's Triathlon",8
20,183,78,0,0,0,0,0,"Swimming","Men's 200m Individual Medley, Men's 400m Individual Medley","#FFFF33",17,"Men's 200m Individual Medley",4
24,157,48,1,0,0,0,0,"Wrestling","Women's 48kg Freestyle","#FFFF33",18,"Women's 48kg Freestyle",4
23,174,66,0,0,0,0,0,"Wrestling","Men's 66kg Greco-Roman","#FFFF33",18,"Men's 66kg Greco-Roman",8
23,198,95,0,0,0,0,0,"Canoe Sprint","Men's Kayak Double (K2) 1000m, Men's Kayak Four (K4) 1000m","#A65628",15,"Men's Kayak Double (K2) 1000m",4
35,176,66,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",7
26,193,94,0,0,0,0,0,"Rowing","Men's Pair","#4DAF4A",17,"Men's Pair",6
26,175,78,1,0,0,0,0,"Athletics","Women's Javelin Throw","#377EB8",15,"Women's Javelin Throw",8
20,192,93,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",7
23,174,59,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8",15,"Women's 400m Hurdles",5
26,193,80,0,0,0,0,0,"Tennis","Men's Singles","#E41A1C",18,"Men's Singles",6
30,188,108,0,0,0,0,0,"Athletics","Men's Shot Put","#377EB8",15,"Men's Shot Put",2
28,174,55,1,0,0,0,0,"Athletics","Women's 400m, Women's 400m Hurdles","#377EB8",15,"Women's 400m",5
24,173,66,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C",16,"Men's Cross-country",10
33,190,87,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",7
31,176,86,0,0,0,0,0,"Sailing","Men's Star","#984EA3",17,"Men's Star",3
26,205,80,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",6
30,192,98,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",8
25,189,80,0,0,0,0,0,"Athletics","Men's 400m","#377EB8",15,"Men's 400m",5
34,206,107,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",10
20,198,82,0,0,0,0,0,"Swimming","Men's 200m Freestyle, Men's 400m Freestyle, Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 200m Freestyle",1
26,168,70,1,0,0,0,0,"Rowing","Women's Eight","#4DAF4A",17,"Women's Eight",10
25,190,80,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",7
27,181,74,1,1,0,0,1,"Rowing","Women's Pair","#4DAF4A",17,"Women's Pair",1
25,194,80,0,0,0,0,0,"Athletics","Men's High Jump","#377EB8",15,"Men's High Jump",10
26,166,56,1,0,0,0,0,"Badminton","Women's Singles","#4DAF4A",15,"Women's Singles",5
29,163,50,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",8
25,188,85,0,0,0,0,0,"Swimming","Men's 100m Butterfly, Men's 4x100m Freestyle Relay","#FFFF33",17,"Men's 100m Butterfly",4
17,158,59,1,0,0,0,0,"Diving","Women's 3m Springboard","#377EB8",16,"Women's 3m Springboard",7
26,191,79,0,0,0,0,0,"Athletics","Men's Pole Vault","#377EB8",15,"Men's Pole Vault",10
29,194,96,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",10
23,207,89,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",8
23,185,68,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",3
26,185,82,0,0,0,0,0,"Swimming","Men's 100m Backstroke, Men's 200m Backstroke","#FFFF33",17,"Men's 100m Backstroke",4
25,185,79,0,0,0,0,0,"Modern Pentathlon","Men's Modern Pentathlon","#377EB8",17,"Men's Modern Pentathlon",7
29,181,74,0,0,0,0,0,"Sailing","Men's RS-X","#984EA3",17,"Men's RS-X",10
24,175,80,1,0,0,0,0,"Athletics","Women's Hammer Throw","#377EB8",15,"Women's Hammer Throw",6
28,189,115,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8",15,"Men's Hammer Throw",7
25,178,72,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8",15,"Men's 4 x 400m Relay",8
21,190,87,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",7
28,201,94,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",9
34,170,55,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8",15,"Women's 20km Race Walk",8
22,172,62,1,0,0,0,0,"Athletics","Women's Pole Vault","#377EB8",15,"Women's Pole Vault",6
28,190,93,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",7
39,197,95,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",2
28,166,72,1,0,0,0,0,"Shooting","Women's Trap","#FF7F00",17,"Women's Trap",10
28,180,60,1,0,0,0,0,"Swimming","Women's 50m Freestyle, Women's 100m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 50m Freestyle",6
25,183,75,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",2
19,175,70,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",1
29,180,71,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8",15,"Men's 4 x 400m Relay",10
31,170,65,0,0,0,0,0,"Table Tennis","Men's Team","#A65628",17,"Men's Team",3
29,172,58,1,0,0,0,0,"Swimming","Women's 200m Freestyle, Women's 400m Individual Medley","#FFFF33",17,"Women's 200m Freestyle",8
29,183,145,0,0,0,0,0,"Weightlifting","Men's +105kg","#FF7F00",18,"Men's +105kg",1
31,198,104,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",5
25,184,78,0,0,0,0,0,"Swimming","Men's 100m Breaststroke, Men's 200m Breaststroke, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 100m Breaststroke",1
30,160,47,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8",15,"Women's 1500m",4
32,171,77,0,0,0,0,0,"Canoe Slalom","Men's Canoe Double (C2)","#FFFF33",15,"Men's Canoe Double (C2)",3
33,186,79,0,0,0,0,0,"Tennis","Men's Singles, Men's Doubles, Mixed Doubles","#E41A1C",18,"Men's Singles",8
22,175,62,1,0,0,0,0,"Archery","Women's Individual, Women's Team","#E41A1C",15,"Women's Individual",9
22,174,64,1,0,0,0,0,"Swimming","Women's 50m Freestyle, Women's 4x200m Freestyle Relay","#FFFF33",17,"Women's 50m Freestyle",6
23,182,78,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A",17,"Men's Single Sculls",9
32,200,118,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",10
27,180,59,1,0,0,0,0,"Athletics","Women's High Jump","#377EB8",15,"Women's High Jump",4
24,178,61,1,0,0,0,0,"Modern Pentathlon","Women's Modern Pentathlon","#377EB8",17,"Women's Modern Pentathlon",7
29,168,53,1,0,0,0,0,"Diving","Women's Synchronised 10m Platform","#377EB8",16,"Women's Synchronised 10m Platform",10
23,182,86,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",10
29,165,56,1,0,0,0,0,"Cycling","Women's Road Race","#E41A1C",16,"Women's Road Race",7
26,180,81,0,0,0,0,0,"Judo","Men's -81kg","#E41A1C",17,"Men's -81kg",1
24,181,128,0,0,0,0,0,"Athletics","Men's Shot Put","#377EB8",15,"Men's Shot Put",6
32,172,68,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",6
23,194,89,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",5
22,165,54,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",10
28,170,62,1,0,0,0,0,"Athletics","Women's 100m, Women's 4 x 100m Relay","#377EB8",15,"Women's 100m",10
26,186,86,0,0,0,0,0,"Canoe Sprint","Men's Kayak Single (K1) 1000m, Men's Kayak Four (K4) 1000m","#A65628",15,"Men's Kayak Single (K1) 1000m",1
25,176,69,1,0,0,0,0,"Sailing","Women's Laser Radial","#984EA3",17,"Women's Laser Radial",2
26,178,83,0,0,0,0,0,"Sailing","Men's Laser","#984EA3",17,"Men's Laser",2
18,183,74,0,0,0,0,0,"Swimming","Men's 200m Butterfly, Men's 4x100m Freestyle Relay","#FFFF33",17,"Men's 200m Butterfly",2
28,193,78,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",4
27,197,95,0,0,0,0,0,"Swimming","Men's 100m Backstroke","#FFFF33",17,"Men's 100m Backstroke",3
28,166,61,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",7
33,196,96,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",7
31,194,93,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",1
37,198,99,0,0,0,0,0,"Rowing","Men's Pair","#4DAF4A",17,"Men's Pair",1
31,191,110,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",3
35,181,65,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8",15,"Men's 3000m Steeplechase",7
27,183,71,1,0,0,0,0,"Rowing","Women's Single Sculls","#4DAF4A",17,"Women's Single Sculls",9
28,179,75,0,0,0,0,0,"Athletics","Men's 400m","#377EB8",15,"Men's 400m",9
30,173,64,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",3
27,180,72,0,0,0,0,0,"Sailing","Men's 49er","#984EA3",17,"Men's 49er",3
25,186,85,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",5
22,199,122,0,0,0,0,0,"Athletics","Men's Shot Put","#377EB8",15,"Men's Shot Put",5
34,173,74,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",8
26,193,90,0,0,0,0,0,"Swimming","Men's 200m Backstroke","#FFFF33",17,"Men's 200m Backstroke",7
28,172,68,1,0,0,0,0,"Tennis","Women's Singles, Women's Doubles, Mixed Doubles","#E41A1C",18,"Women's Singles",10
33,182,83,0,1,0,0,1,"Canoe Slalom","Men's Canoe Double (C2)","#FFFF33",15,"Men's Canoe Double (C2)",6
19,172,61,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",6
41,172,68,1,0,0,0,0,"Sailing","Women's 470","#984EA3",17,"Women's 470",7
35,189,90,0,0,0,0,0,"Swimming","Men's 10km Marathon","#FFFF33",17,"Men's 10km Marathon",3
17,190,92,0,0,0,0,0,"Archery","Men's Individual","#E41A1C",15,"Men's Individual",9
25,190,92,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",3
23,158,50,1,0,0,0,0,"Shooting","Women's 10m Air Pistol","#FF7F00",17,"Women's 10m Air Pistol",9
32,190,94,0,0,0,0,0,"Rowing","Men's Double Sculls","#4DAF4A",17,"Men's Double Sculls",9
25,181,81,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",10
36,170,62,1,0,0,0,0,"Tennis","Women's Doubles","#E41A1C",18,"Women's Doubles",2
23,162,62,1,0,0,0,0,"Tennis","Women's Singles","#E41A1C",18,"Women's Singles",2
25,193,88,0,0,0,0,0,"Swimming","Men's 100m Butterfly","#FFFF33",17,"Men's 100m Butterfly",4
28,171,54,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",10
24,159,57,1,0,0,0,0,"Diving","Women's 3m Springboard, Women's 10m Platform, Women's Synchronised 10m Platform","#377EB8",16,"Women's 3m Springboard",9
28,177,62,1,0,0,0,0,"Athletics","Women's Long Jump","#377EB8",15,"Women's Long Jump",9
33,175,64,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8",15,"Men's 20km Race Walk",10
31,168,59,1,0,0,0,0,"Badminton","Women's Doubles","#4DAF4A",15,"Women's Doubles",10
35,162,57,1,0,0,0,0,"Fencing","Women's Individual Foil, Women's Team Foil","#984EA3",16,"Women's Individual Foil",2
19,187,79,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",8
27,165,100,1,0,1,0,1,"Judo","Women's +78kg","#E41A1C",17,"Women's +78kg",8
27,153,63,1,0,0,0,0,"Shooting","Women's 10m Air Pistol","#FF7F00",17,"Women's 10m Air Pistol",9
30,183,65,1,0,0,0,0,"Athletics","Women's Pole Vault","#377EB8",15,"Women's Pole Vault",5
20,190,72,0,0,0,0,0,"Athletics","Men's Long Jump","#377EB8",15,"Men's Long Jump",8
24,197,92,0,0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 4x200m Freestyle Relay",7
24,180,78,0,0,0,0,0,"Fencing","Men's Individual Epee","#984EA3",16,"Men's Individual Epee",2
22,200,93,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",4
24,196,87,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",8
21,180,90,0,0,0,0,0,"Shooting","Men's 50m Rifle Prone","#FF7F00",17,"Men's 50m Rifle Prone",7
32,202,98,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",1
26,189,78,0,0,0,0,0,"Swimming","Men's 50m Freestyle, Men's 4x100m Freestyle Relay","#FFFF33",17,"Men's 50m Freestyle",8
25,182,82,0,1,0,0,1,"Rowing","Men's Double Sculls","#4DAF4A",17,"Men's Double Sculls",1
23,167,50,1,0,0,0,0,"Cycling","Women's Sprint, Women's Keirin","#E41A1C",16,"Women's Sprint",5
17,182,67,1,0,0,0,0,"Swimming","Women's 50m Freestyle","#FFFF33",17,"Women's 50m Freestyle",7
24,159,53,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8",15,"Women's 1500m",2
22,182,69,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",9
24,182,69,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A",17,"Men's Lightweight Double Sculls",3
23,168,70,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",3
20,198,89,0,1,1,1,3,"Swimming","Men's 200m Freestyle, Men's 400m Freestyle, Men's 1500m Freestyle, Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 200m Freestyle",7
24,180,80,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",4
24,169,60,1,0,0,0,0,"Athletics","Women's 100m Hurdles","#377EB8",15,"Women's 100m Hurdles",8
23,169,61,1,0,0,0,0,"Swimming","Women's 200m Breaststroke, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 200m Breaststroke",1
26,206,95,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",4
19,185,72,1,0,0,1,1,"Fencing","Women's Individual Epee, Women's Team Epee","#984EA3",16,"Women's Individual Epee",9
25,168,65,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",3
31,171,62,1,0,0,0,0,"Sailing","Women's RS-X","#984EA3",17,"Women's RS-X",4
29,164,52,1,0,0,0,0,"Judo","Women's -52kg","#E41A1C",17,"Women's -52kg",3
24,178,92,0,0,0,0,0,"Cycling","Men's Team Sprint","#E41A1C",16,"Men's Team Sprint",10
22,162,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33",18,"Women's 55kg Freestyle",10
37,168,52,1,0,0,0,0,"Cycling","Women's Individual Time Trial, Women's Road Race","#E41A1C",16,"Women's Individual Time Trial",4
21,175,56,1,0,0,0,0,"Badminton","Women's Singles","#4DAF4A",15,"Women's Singles",1
34,172,62,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",10
22,182,82,0,0,0,0,0,"Swimming","Men's 200m Freestyle, Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 200m Freestyle",5
36,185,73,1,0,0,0,0,"Rowing","Women's Pair","#4DAF4A",17,"Women's Pair",4
24,169,63,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",4
27,176,65,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8",15,"Men's 50km Race Walk",6
38,167,54,1,0,0,0,0,"Cycling","Women's Cross-country","#E41A1C",16,"Women's Cross-country",5
23,173,59,1,0,0,0,0,"Athletics","Women's Pole Vault","#377EB8",15,"Women's Pole Vault",3
20,173,66,1,0,0,0,0,"Swimming","Women's 400m Freestyle","#FFFF33",17,"Women's 400m Freestyle",4
17,187,87,0,0,0,0,0,"Rowing","Men's Double Sculls","#4DAF4A",17,"Men's Double Sculls",2
33,176,58,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",3
21,188,84,0,0,0,0,0,"Swimming","Men's 400m Individual Medley","#FFFF33",17,"Men's 400m Individual Medley",8
36,196,95,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",8
22,181,74,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",3
21,168,62,1,0,1,1,2,"Swimming","Women's 100m Breaststroke, Women's 200m Breaststroke, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 100m Breaststroke",7
24,169,57,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8",15,"Men's 20km Race Walk",1
28,187,85,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",2
27,177,66,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8",18,"Men's Triathlon",4
32,198,101,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",6
19,169,68,1,0,0,0,0,"Athletics","Women's Javelin Throw","#377EB8",15,"Women's Javelin Throw",8
23,180,73,1,0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 100m Backstroke",7
29,166,61,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",5
30,172,72,1,0,0,0,0,"Rowing","Women's Single Sculls","#4DAF4A",17,"Women's Single Sculls",10
22,175,67,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00",17,"Men's Skeet",7
31,188,116,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8",15,"Men's Hammer Throw",8
21,192,85,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8",15,"Men's Decathlon",5
33,202,104,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",9
27,184,75,0,0,0,0,0,"Modern Pentathlon","Men's Modern Pentathlon","#377EB8",17,"Men's Modern Pentathlon",4
23,170,62,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",6
24,193,94,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",3
21,183,68,0,0,0,0,0,"Athletics","Men's 110m Hurdles","#377EB8",15,"Men's 110m Hurdles",4
43,170,83,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00",17,"Men's Skeet",8
25,171,57,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00",17,"Women's 10m Air Rifle",3
21,177,57,1,0,0,0,0,"Swimming","Women's 50m Freestyle","#FFFF33",17,"Women's 50m Freestyle",6
28,178,75,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",5
29,199,93,0,0,1,0,1,"Rowing","Men's Single Sculls","#4DAF4A",17,"Men's Single Sculls",6
24,182,65,1,0,0,0,0,"Fencing","Women's Individual Foil, Women's Team Foil","#984EA3",16,"Women's Individual Foil",4
18,165,58,1,0,0,0,0,"Swimming","Women's 50m Freestyle","#FFFF33",17,"Women's 50m Freestyle",1
20,178,69,0,0,0,0,0,"Athletics","Men's 400m","#377EB8",15,"Men's 400m",9
30,186,96,0,0,0,0,0,"Wrestling","Men's 96kg Freestyle","#FFFF33",18,"Men's 96kg Freestyle",5
29,170,60,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",6
29,163,55,0,0,0,0,0,"Wrestling","Men's 55kg Freestyle","#FFFF33",18,"Men's 55kg Freestyle",3
26,180,75,0,0,0,0,0,"Canoe Slalom","Men's Kayak (K1)","#FFFF33",15,"Men's Kayak (K1)",10
25,193,84,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",6
31,183,158,0,0,0,0,0,"Weightlifting","Men's +105kg","#FF7F00",18,"Men's +105kg",4
25,163,65,1,0,0,0,0,"Table Tennis","Women's Singles","#A65628",17,"Women's Singles",2
29,175,71,1,0,0,0,0,"Swimming","Women's 100m Breaststroke, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 100m Breaststroke",5
27,160,69,0,0,0,0,0,"Weightlifting","Men's 69kg","#FF7F00",18,"Men's 69kg",9
30,161,52,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8",15,"Women's 400m Hurdles",7
29,196,95,0,0,0,0,0,"Rowing","Men's Four","#4DAF4A",17,"Men's Four",6
29,188,86,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8",15,"Men's Javelin Throw",9
27,178,68,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",1
29,193,92,0,0,0,0,0,"Canoe Sprint","Men's Canoe Single (C1) 200m","#A65628",15,"Men's Canoe Single (C1) 200m",1
21,182,76,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",10
30,164,59,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",7
28,182,74,0,0,0,0,0,"Cycling","Men's Team Pursuit","#E41A1C",16,"Men's Team Pursuit",4
21,183,71,0,0,0,0,0,"Swimming","Men's 100m Backstroke","#FFFF33",17,"Men's 100m Backstroke",3
21,194,74,0,0,0,0,0,"Swimming","Men's 100m Freestyle","#FFFF33",17,"Men's 100m Freestyle",1
32,175,95,0,0,0,0,0,"Cycling","Men's Team Sprint","#E41A1C",16,"Men's Team Sprint",2
27,184,71,0,0,0,0,0,"Athletics","Men's Pole Vault","#377EB8",15,"Men's Pole Vault",10
19,195,93,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8",15,"Men's Hammer Throw",7
30,195,98,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",2
